         3068216 function calls (3061514 primitive calls) in 39.941 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 core.py:547(__getattr__)
      102    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
      360    0.000    0.000    0.000    0.000 {method 'isnumeric' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        2    0.000    0.000    0.000    0.000 warnings.py:35(_formatwarnmsg_impl)
       41    0.000    0.000    0.000    0.000 {built-in method torch._C._are_functorch_transforms_active}
        1    0.000    0.000    0.000    0.000 hub.py:326(get_dir)
        2    0.000    0.000    0.000    0.000 dropout.py:13(__init__)
      110    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 format.py:237(can_read)
       10    0.000    0.000    0.000    0.000 argparse.py:1398(_add_action)
       22    0.000    0.000    0.000    0.000 shape_base.py:424(<setcomp>)
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:263(_can_read)
        2    0.000    0.000    0.000    0.000 pillow_legacy.py:227(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:317(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1096(write)
      110    0.000    0.000    0.000    0.000 utils.py:231(_screen_shape_wrapper)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(unique)
        4    0.000    0.000    0.000    0.000 {built-in method _pickle.load}
        4    0.000    0.000    0.000    0.000 pillow_legacy.py:240(_init_pillow)
        2    0.000    0.000    0.000    0.000 _dtype.py:34(__str__)
       10    0.000    0.000    0.000    0.000 argparse.py:586(_format_args)
       24    0.000    0.000    0.000    0.000 container.py:194(__iter__)
        5    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        1    0.000    0.000    0.000    0.000 core.py:143(translate_style)
      200    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        1    0.000    0.000    0.000    0.000 hub.py:114(_get_torch_home)
       20    0.000    0.000    0.000    0.000 enum.py:278(__call__)
        1    0.000    0.000    0.000    0.000 tarfile.py:2292(next)
        1    0.000    0.000    0.000    0.000 format.py:244(can_write)
      200    0.000    0.000    0.000    0.000 fromnumeric.py:3117(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 Image.py:609(_ensure_mutable)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       20    0.000    0.000    0.000    0.000 ElementTree.py:1621(_start)
       65    0.000    0.000    0.000    0.000 utils.py:29(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 arraysetops.py:138(unique)
        8    0.000    0.000    0.000    0.000 utils.py:538(_log_api_usage_once)
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:271(_can_write)
      168    0.000    0.000    0.000    0.000 storage.py:455(untyped)
       30    0.000    0.000    0.000    0.000 saliency_for_gpnn_gradcam.py:298(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.000    0.000 {method 'clone' of 'torch._C._TensorBase' objects}
       24    0.000    0.000    0.000    0.000 _VF.py:26(__getattr__)
       10    0.000    0.000    0.000    0.000 {built-in method faiss._swigfaiss_avx2.StandardGpuResources_swiginit}
        3    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
       29    0.000    0.000    0.000    0.000 types.py:171(__get__)
      227    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 Image.py:603(_copy)
       30    0.000    0.000    0.000    0.000 saliency_for_gpnn_gradcam.py:240(<listcomp>)
       55    0.000    0.000    0.000    0.000 module.py:1541(<dictcomp>)
       11    0.000    0.000    0.000    0.000 module.py:1060(_get_backward_hooks)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(take)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'torch._C._TensorBase' objects}
       37    0.000    0.000    0.000    0.000 argparse.py:1308(register)
      100    0.000    0.000    0.000    0.000 {built-in method numpy.ascontiguousarray}
        2    0.000    0.000    0.000    0.000 request.py:600(firstbytes)
        1    0.000    0.000    0.000    0.000 container.py:102(__getitem__)
        5    0.000    0.000    0.000    0.000 os.py:764(getenv)
       80    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 arraysetops.py:323(_unique1d)
        1    0.000    0.000    0.000    0.000 pooling.py:1112(__init__)
       22    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       10    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 request.py:609(_read_first_bytes)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:404(load_read)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:294(cache_from_source)
        1    0.000    0.000    0.000    0.000 function_base.py:4513(_lerp)
      110    0.000    0.000    0.000    0.000 threading.py:513(is_set)
        1    0.000    0.000    0.000    0.000 tarfile.py:1097(fromtarfile)
        1    0.000    0.000    0.000    0.000 core.py:94(translate_colorname_to_ansi_code)
        2    0.000    0.000    0.000    0.000 format.py:120(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:80(__init__)
        9    0.000    0.000    0.000    0.000 argparse.py:851(__init__)
        2    0.000    0.000    0.000    0.000 v3_plugin_api.py:363(__exit__)
        6    0.000    0.000    0.000    0.000 locale.py:384(normalize)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      101    0.000    0.000    0.000    0.000 fromnumeric.py:2302(_any_dispatcher)
        8    0.000    0.000    0.000    0.000 argparse.py:2413(_get_value)
        1    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
       22    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       41    0.000    0.000    0.000    0.000 __init__.py:95(_tensor_or_tensors_to_tuple)
        1    0.000    0.000    0.000    0.000 serialization.py:268(_open_file_like)
        1    0.000    0.000    0.000    0.000 core.py:49(translate_rgb_to_ansi_code)
        2    0.000    0.000    0.000    0.000 serialization.py:66(_is_zipfile)
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 {method 'div_' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 v3_plugin_api.py:338(close)
      100    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       28    0.000    0.000    0.000    0.000 argparse.py:1312(_registry_get)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2797(_amin_dispatcher)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2672(_amax_dispatcher)
      116    0.000    0.000    0.000    0.000 __future__.py:20(get_overwrite_module_params_on_conversion)
        1    0.000    0.000    0.000    0.000 tarfile.py:1034(frombuf)
        1    0.000    0.000    0.000    0.000 container.py:93(_get_item_by_idx)
        3    0.000    0.000    0.000    0.000 Image.py:417(_getencoder)
      100    0.000    0.000    0.000    0.000 type_check.py:206(_is_type_dispatcher)
       10    0.000    0.000    0.000    0.000 argparse.py:1514(_pop_action_class)
        3    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
      100    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:2081(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 transforms.py:255(__init__)
       84    0.000    0.000    0.000    0.000 serialization.py:157(_cpu_deserialize)
        3    0.000    0.000    0.000    0.000 serialization.py:822(find_class)
        2    0.000    0.000    0.000    0.000 format.py:337(__del__)
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:243(DQT)
       40    0.000    0.000    0.000    0.000 ElementTree.py:1604(_fixname)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        6    0.000    0.000    0.000    0.000 PngImagePlugin.py:154(_crc32)
        1    0.000    0.000    0.000    0.000 __init__.py:914(format)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 imagenet_localization_parser.py:25(<dictcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1498(__init__)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
       94    0.000    0.000    0.000    0.000 storage.py:23(__init__)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:93(take)
       10    0.000    0.000    0.000    0.000 utils.py:31(__enter__)
        1    0.000    0.000    0.000    0.000 transforms.py:88(__init__)
       41    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 functional.py:61(get_dimensions)
        3    0.000    0.000    0.000    0.000 posixpath.py:100(split)
      110    0.000    0.000    0.000    0.000 std.py:1315(<lambda>)
        1    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 serialization.py:250(__init__)
       20    0.000    0.000    0.000    0.000 ElementTree.py:1633(_end)
       11    0.000    0.000    0.000    0.000 module.py:1112(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1502(findCaller)
        4    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        1    0.000    0.000    0.000    0.000 __init__.py:651(format)
        2    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {built-in method torch._C._has_storage}
        1    0.000    0.000    0.000    0.000 module.py:991(register_backward_hook)
        4    0.000    0.000    0.000    0.000 request.py:146(__getitem__)
        2    0.000    0.000    0.000    0.000 {built-in method torch.as_tensor}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:376(cached)
        1    0.000    0.000    0.000    0.000 {method 'sub_' of 'torch._C._TensorBase' objects}
       21    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 linecache.py:15(getline)
       20    0.000    0.000    0.000    0.000 enum.py:557(__new__)
        1    0.000    0.000    0.000    0.000 ansi.py:80(rgb_to_ansi16)
       10    0.000    0.000    0.000    0.000 {built-in method faiss._swigfaiss_avx2.new_StandardGpuResources}
        1    0.000    0.000    0.000    0.000 util.py:120(__new__)
        1    0.000    0.000    0.000    0.000 tarfile.py:172(nti)
        1    0.000    0.000    0.000    0.000 pathlib.py:1380(is_dir)
       10    0.000    0.000    0.000    0.000 argparse.py:809(__init__)
        3    0.000    0.000    0.000    0.000 Image.py:543(_new)
        7    0.000    0.000    0.000    0.000 Image.py:835(load)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:424(_get_cached)
       11    0.000    0.000    0.000    0.000 module.py:1101(<setcomp>)
       10    0.000    0.000    0.000    0.000 {built-in method posix.get_terminal_size}
       84    0.000    0.000    0.000    0.000 typing.py:1146(cast)
        6    0.000    0.000    0.000    0.000 Image.py:512(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1058(flush)
       23    0.000    0.000    0.000    0.000 _binary.py:80(i16be)
       11    0.000    0.000    0.000    0.000 libre_gradcam.py:67(forward_hook)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 core.py:528(__call__)
        7    0.000    0.000    0.000    0.000 argparse.py:2224(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:518(_cast_squeeze_in)
        4    0.000    0.000    0.000    0.000 request.py:142(image_mode)
        8    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
       23    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        5    0.000    0.000    0.000    0.000 _trace.py:1017(is_tracing)
       35    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:1171(stat)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
       28    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:505(evaluate)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:765(__instancecheck__)
        1    0.000    0.000    0.000    0.000 serialization.py:253(__exit__)
        2    0.000    0.000    0.000    0.000 Image.py:393(_getdecoder)
        3    0.000    0.000    0.000    0.000 glob.py:147(has_magic)
       44    0.000    0.000    0.000    0.000 fromnumeric.py:2157(_sum_dispatcher)
       13    0.000    0.000    0.000    0.000 batchnorm.py:60(<dictcomp>)
       55    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       17    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1010(path_stats)
        3    0.000    0.000    0.000    0.000 ansi.py:54(round)
        5    0.000    0.000    0.000    0.000 JpegImagePlugin.py:56(Skip)
        3    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:534(_cast_squeeze_out)
       24    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 pillow_legacy.py:634(save_pillow_close)
        2    0.000    0.000    0.000    0.000 pathlib.py:796(suffix)
        2    0.000    0.000    0.000    0.000 Image.py:248(_conv_type_shape)
       34    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:61(APP)
       53    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       22    0.000    0.000    0.000    0.000 module.py:1091(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       10    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 typing.py:768(__subclasscheck__)
       10    0.000    0.000    0.000    0.000 argparse.py:579(format)
       10    0.000    0.000    0.000    0.000 utils.py:28(__init__)
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
        1    0.000    0.000    0.000    0.000 transforms.py:124(__init__)
       14    0.000    0.000    0.000    0.000 argparse.py:2121(_parse_optional)
       10    0.000    0.000    0.000    0.000 argparse.py:570(_metavar_formatter)
        2    0.000    0.000    0.000    0.000 {function _legacy_load.<locals>.UnpicklerWrapper.find_class at 0x7ffacbf478b0}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1426(_get_spec)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       10    0.000    0.000    0.000    0.000 argparse.py:1527(_check_conflict)
       29    0.000    0.000    0.000    0.000 enum.py:659(value)
        6    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        5    0.000    0.000    0.000    0.000 Image.py:2875(_check_size)
        2    0.000    0.000    0.000    0.000 v3_plugin_api.py:356(request)
        3    0.000    0.000    0.000    0.000 argparse.py:1518(_get_handler)
       39    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        3    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       12    0.000    0.000    0.000    0.000 utils.py:39(<listcomp>)
       10    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        3    0.000    0.000    0.000    0.000 pathlib.py:291(splitroot)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:493(_classify_pyc)
        5    0.000    0.000    0.000    0.000 os.py:750(decode)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:193(SOF)
        1    0.000    0.000    0.000    0.000 argparse.py:1031(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1954(consume_positionals)
        7    0.000    0.000    0.000    0.000 argparse.py:880(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.map_buffer}
        1    0.000    0.000    0.000    0.000 functional_tensor.py:24(get_dimensions)
        2    0.000    0.000    0.000    0.000 __init__.py:894(acquire)
        3    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:468(_get_file)
        1    0.000    0.000    0.000    0.000 serialization.py:320(_should_read_directly)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2922(_prod_dispatcher)
        2    0.000    0.000    0.000    0.000 util.py:136(_copy_meta)
        1    0.000    0.000    0.000    0.000 function_base.py:110(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method torch.from_numpy}
        2    0.000    0.000    0.000    0.000 JpegImagePlugin.py:263(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:635(formatMessage)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        9    0.000    0.000    0.000    0.000 ImageFile.py:555(_safe_read)
        7    0.000    0.000    0.000    0.000 argparse.py:1983(<listcomp>)
        1    0.000    0.000    0.000    0.000 function_base.py:4491(_get_gamma)
        1    0.000    0.000    0.000    0.000 runpy.py:57(__exit__)
        1    0.000    0.000    0.000    0.000 function_base.py:4437(_quantile_is_valid)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1697(close)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        1    0.000    0.000    0.000    0.000 core.py:202(style_string)
       16    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       22    0.000    0.000    0.000    0.000 fromnumeric.py:597(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 util.py:149(__array_finalize__)
       10    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 format.py:328(__enter__)
        1    0.000    0.000    0.000    0.000 request.py:640(read_n_bytes)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 warnings.py:407(__init__)
        3    0.000    0.000    0.000    0.000 _util.py:5(is_path)
        1    0.000    0.000    0.000    0.000 __init__.py:156(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.unpack_from}
       10    0.000    0.000    0.000    0.000 {method 'is_conj' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:434(format)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 format.py:156(<listcomp>)
       20    0.000    0.000    0.000    0.000 {method 'start' of 'xml.etree.ElementTree.TreeBuilder' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:792(filter)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        6    0.000    0.000    0.000    0.000 Image.py:525(__getattr__)
        3    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:901(release)
        1    0.000    0.000    0.000    0.000 pathlib.py:712(__fspath__)
        3    0.000    0.000    0.000    0.000 pathlib.py:1025(_init)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       20    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:526(_validate_timestamp_pyc)
       11    0.000    0.000    0.000    0.000 module.py:1114(<setcomp>)
       13    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:629(usesTime)
        3    0.000    0.000    0.000    0.000 functional_tensor.py:13(_assert_image_tensor)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 runpy.py:39(__exit__)
        3    0.000    0.000    0.000    0.000 format.py:359(_checkClosed)
        1    0.000    0.000    0.000    0.000 serialization.py:1065(__init__)
        1    0.000    0.000    0.000    0.000 util.py:173(asarray)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        1    0.000    0.000    0.000    0.000 _utils.py:174(_validate_loaded_sparse_tensors)
       10    0.000    0.000    0.000    0.000 {method 'is_neg' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:702(__str__)
        5    0.000    0.000    0.000    0.000 {built-in method torch._C._is_tracing}
        1    0.000    0.000    0.000    0.000 tarfile.py:164(nts)
       10    0.000    0.000    0.000    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:2406(<listcomp>)
        2    0.000    0.000    0.000    0.000 util.py:20(file_or_url_context)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       18    0.000    0.000    0.000    0.000 request.py:445(mode)
        1    0.000    0.000    0.000    0.000 __init__.py:431(_format)
        1    0.000    0.000    0.000    0.000 serialization.py:336(_check_seekable)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:494(_rotate)
       21    0.000    0.000    0.000    0.000 Image.py:539(size)
        2    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 runpy.py:30(__enter__)
        1    0.000    0.000    0.000    0.000 serialization.py:312(_is_compressed_file)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:3308(_mean_dispatcher)
        1    0.000    0.000    0.000    0.000 v2.py:104(is_batch)
        1    0.000    0.000    0.000    0.000 __init__.py:423(usesTime)
        2    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        2    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 pillow_legacy.py:315(_close)
        1    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
        1    0.000    0.000    0.000    0.000 dtype.py:38(dtype_limits)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       20    0.000    0.000    0.000    0.000 {method 'end' of 'xml.etree.ElementTree.TreeBuilder' objects}
        2    0.000    0.000    0.000    0.000 pathlib.py:788(name)
        1    0.000    0.000    0.000    0.000 argparse.py:1759(_get_positional_actions)
        7    0.000    0.000    0.000    0.000 argparse.py:2439(_check_value)
        1    0.000    0.000    0.000    0.000 ImageFile.py:229(<listcomp>)
        1    0.000    0.000    0.000    0.000 util.py:14(is_url)
        4    0.000    0.000    0.000    0.000 Image.py:535(height)
        1    0.000    0.000    0.000    0.000 arraysetops.py:125(_unpack_tuple)
        3    0.000    0.000    0.000    0.000 functional_tensor.py:9(_is_tensor_a_torch_image)
       11    0.000    0.000    0.000    0.000 pillow_legacy.py:235(plugin_id)
        1    0.000    0.000    0.000    0.000 __init__.py:119(getLevelName)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 runpy.py:25(__init__)
       10    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 v2.py:75(decypher_format_arg)
        5    0.000    0.000    0.000    0.000 Image.py:321(preinit)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.jpeg_decoder}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        1    0.000    0.000    0.000    0.000 JpegImagePlugin.py:487(_getmp)
       10    0.000    0.000    0.000    0.000 format.py:321(request)
        8    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 core.py:229(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:2105(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 threading.py:1031(name)
        1    0.000    0.000    0.000    0.000 serialization.py:239(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1092(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:685(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        3    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 core.py:500(__init__)
        2    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        1    0.000    0.000    0.000    0.000 storage.py:872(_get_dtype_from_pickle_storage_type)
        9    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        1    0.000    0.000    0.000    0.000 serialization.py:820(UnpicklerWrapper)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        6    0.000    0.000    0.000    0.000 format.py:314(format)
        1    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 Image.py:531(width)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 ImageMode.py:36(getmode)
        1    0.000    0.000    0.000    0.000 Image.py:1312(getbands)
        1    0.000    0.000    0.000    0.000 functional.py:363(_compute_resized_output_size)
        1    0.000    0.000    0.000    0.000 runpy.py:47(__init__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 request.py:427(extension)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 functional_pil.py:16(_is_pil_image)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
